Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2015-02-24,1052.8272705078125,1062.6558641228685,1042.804051276617,1048.6428197608086,2199922
2015-02-25,1040.157470703125,1059.5422075403658,1038.4642842973856,1054.8711911955882,1767994
2015-02-26,1034.0267333984375,1048.156576460375,1021.9210733893922,1042.804370378737,1991994
2015-02-27,1036.3232421875,1041.5391716229622,1018.3982007188866,1035.194356392145,2877376
2015-03-02,1039.0672607421875,1054.4621668639634,1032.5084341231352,1043.0765676699182,2176038
2015-03-03,1080.5616455078125,1086.0111638929384,1041.694863869645,1043.9720220648246,3424308
2015-03-04,1068.8839111328125,1094.6134562562916,1057.0700979186554,1085.232463306002,3862994
2015-03-05,1049.5968017578125,1078.4987149925262,1043.6023688775144,1070.441230915323,2173514
2015-03-09,1030.270263671875,1043.115555372782,1015.9457981626362,1027.6233360725514,2883174
2015-03-10,1028.674072265625,1042.5119706925927,1010.2041228189868,1031.08741057026,3037052
2015-03-11,1014.6028442382812,1035.3888225563933,1011.1968958694493,1028.4017817661693,2240200
2015-03-12,1019.4683837890625,1021.74544631089,1008.1995804513143,1021.3561951072923,1827636
2015-03-13,1005.1830444335938,1027.6038603285083,1002.3220096166265,1026.84483936647,1586838
2015-03-16,997.3785400390625,1015.9458064610795,993.3692329841667,1006.2923560369555,1556296
2015-03-17,1005.708251953125,1014.6610290681418,995.6072028667176,1005.2411695448336,1267318
2015-03-18,996.2303466796875,1011.8392666966321,993.2525172333532,1008.5306306665196,1255170
2015-03-19,1010.5935668945312,1014.3304169409311,999.6361821213765,1002.7112290111941,2448964
2015-03-20,1016.3154296875,1019.059669729657,1003.820522841815,1010.4961430932733,1963908
2015-03-23,1018.728759765625,1024.1199270026827,1014.3886468145158,1018.2811588897825,1566608
2015-03-24,1008.6671142578125,1026.4558832161213,1005.0860205886156,1023.7311235716342,2394878
2015-03-25,1001.83544921875,1017.502812727659,990.7223065308658,1008.7056960738128,2224858
2015-03-26,978.2274780273438,1006.876316629084,973.5174992942257,993.8753612486927,3091642
2015-03-27,978.8892822265625,1001.1154765711976,974.7243119231076,985.1951348855569,2751776
2015-03-30,998.0986938476562,1000.3368888472459,980.9132867766733,982.8595432980555,1339006
2015-03-31,994.1282348632812,1000.1616293835264,981.3024248734272,1000.1616293835264,2427028
2015-04-01,989.7294311523438,997.8843190392125,981.7887454434571,995.7044745145657,2075758
2015-04-06,991.5399780273438,997.6122420384988,973.1673334033297,995.7049484456246,1568542
2015-04-07,1006.2147216796875,1011.6642404818211,990.2554166162959,997.4370848884089,1886922
2015-04-08,1028.1683349609375,1034.046067541755,1008.491757979152,1009.7178615483955,1652134
2015-04-09,1037.1796875,1046.0935052633845,1025.7356409689432,1035.0193235347233,2544450
2015-04-10,1032.9755859375,1039.612339278431,1022.952365461611,1030.9320167142605,1815544
2015-04-13,1033.65673828125,1037.3546253133238,1022.9523284515628,1036.9653740467897,1308642
2015-04-15,1022.854736328125,1056.388685770237,1015.7119395248603,1033.3450360902652,2913934
2015-04-16,1005.3580322265625,1022.5629164973478,1000.9011249315246,1022.5434349306729,3217570
2015-04-17,963.3385620117188,996.483270273827,961.4506553032627,995.3544795820399,9668742
2015-04-20,945.4131469726562,966.8608268403643,943.8756240425195,965.36226703535,2890722
2015-04-21,944.73193359375,954.4437298647235,934.5919230853186,945.4131230420629,2546032
2015-04-22,951.75830078125,962.6183730016485,937.1418968552241,946.4644455938165,4186812
2015-04-23,956.4874877929688,965.26512114457,946.5421008699446,962.2289428524647,4342990
2015-04-24,970.4227294921875,978.5775231789389,952.7117997767374,955.7284965964019,3625158
2015-04-27,973.20556640625,980.9127570753863,967.6782198767501,972.9331096467968,2733052
2015-04-28,971.181884765625,977.0206536119114,955.6507976473215,977.0206536119114,3088298
2015-04-29,968.1846313476562,971.1818468988115,954.0742738526335,966.9000832451494,2019620
2015-04-30,958.9982299804688,969.2355562679393,944.751692076235,965.3430439937708,3738054
2015-05-04,965.9464111328125,974.9965022520481,956.4681056467332,969.6248162587392,1890630
2015-05-05,980.0767822265625,987.3168020357036,973.1286059671211,973.517857409508,3255070
2015-05-06,958.745361328125,978.9669458350882,955.9232896154791,978.9669458350882,3394406
2015-05-07,990.7415771484375,994.050212216019,955.1056122082575,959.4652064673712,3205028
2015-05-08,983.7352905273438,1007.3823056226196,979.4730080474448,996.4832698585418,3003664
2015-05-11,994.9263916015625,997.6706324627446,982.8596004671148,986.7521137362914,2573082
2015-05-12,982.0419311523438,998.429446632303,978.1883818272817,996.4831904010509,2467386
2015-05-13,979.1226806640625,991.4230597400116,965.5183667541353,991.4230597400116,1863774
2015-05-14,972.836669921875,980.9136373724617,967.2898368533998,980.9136373724617,1309050
2015-05-15,977.4686279296875,985.7402202882796,973.5177641806513,978.9672838521943,1461454
2015-05-18,981.0686645507812,982.9565708414192,971.9991878190121,978.6164580711868,4507752
2015-05-19,978.0715942382812,984.8056598515801,971.8630558238865,980.679558599859,1957722
2015-05-20,995.3346557617188,1000.3364759378331,979.7061653267651,980.9128818847478,1897814
2015-05-21,994.7315673828125,1004.2682229887131,991.870532688225,995.3154442566431,1579578
2015-05-22,1019.0206298828125,1023.2440432142631,988.4060624752516,992.5905126757474,2691632
2015-05-25,1012.442626953125,1026.4167105503057,1006.4870630822837,1019.8384016213715,982978
2015-05-26,1015.4981079101562,1021.1032876011267,1007.7324698574055,1013.999452664037,1961740
2015-05-27,1017.9893188476562,1024.9568781228131,1008.9392273981933,1015.1672473204044,1620690
2015-05-28,1015.7513427734375,1021.0062357136334,1005.1442440608197,1013.5714973187532,2763608
2015-05-29,1016.0628051757812,1030.9711507003292,1010.9830561155387,1018.6707701816787,4423532
2015-06-01,1018.962646484375,1030.3872107790507,1015.3037220764361,1015.7318415106931,882264
2015-06-02,1012.0142822265625,1023.7307828107114,1008.3553585061399,1018.2812653356734,3935820
2015-06-03,1016.2962036132812,1022.0182738753607,1008.3555149306459,1013.6104075967581,1804684
2015-06-04,1014.2521362304688,1020.9278499143358,1007.576517578613,1018.7091375511425,4131468
2015-06-05,1011.973876953125,1024.997474570838,1009.6755498838842,1018.3186868867813,2308534
2015-06-08,1012.6027221679688,1017.5332596555821,1006.3953572309806,1017.5332596555821,1570320
2015-06-09,1006.3953247070312,1017.5332267716863,1002.2112978743519,1015.5688769130536,2578914
2015-06-10,1021.7564086914062,1025.3904553242605,1007.2398848384031,1008.1041794490621,2763350
2015-06-11,1010.1860961914062,1026.5687470239636,1004.4698216431377,1023.6222236398535,1847336
2015-06-12,984.4532470703125,1017.1203353298748,973.0600219091946,1010.4218854917065,2571456
2015-06-15,984.0604248046875,990.2087996243653,974.7101031408348,984.2568597307537,2525176
2015-06-16,986.8890380859375,989.7570071010524,979.9941532107983,982.174600005909,1267396
2015-06-17,987.5961303710938,993.6266243003389,982.8816927331527,990.4247737707624,1975720
2015-06-18,993.9803466796875,1000.3644815077816,985.3175476221609,988.067636471186,2165046
2015-06-19,1001.6407470703125,1003.7818672910364,992.8208433881609,995.9244749834745,1999610
2015-06-22,1018.1223754882812,1021.4617697354934,1000.6396644293468,1000.6396644293468,1102002
2015-06-23,1011.48291015625,1024.6047268035595,1008.5756152686237,1021.4617675188861,898318
2015-06-24,1009.7931518554688,1016.7076020037464,1005.2948123375941,1013.6039693011431,1170246
2015-06-25,1001.8184204101562,1010.854429692287,999.5200927265367,1006.5328600356157,1930992
2015-06-26,1018.6334228515625,1020.0281306273192,1001.8971213735485,1001.8971213735485,1290102
2015-06-29,1018.6723022460938,1023.0331964034146,999.2252426370427,1010.4613598884725,1372756
2015-06-30,1002.1917724609375,1017.0422786093492,997.8898648644122,1015.5690160135848,1549952
2015-07-01,1018.7508544921875,1024.6045769374819,1004.4699969650717,1007.2789780486845,1279708
2015-07-02,1012.7200317382812,1022.6203305844007,1010.0878235088462,1021.4613839664557,1445880
2015-07-03,1022.9940795898438,1025.3906247802508,1009.6758259330439,1010.8740985282476,963470
2015-07-06,1034.5445556640625,1039.1411153275862,1013.7224463588216,1013.7224463588216,1182338
2015-07-07,1027.8458251953125,1039.8872486703885,1022.6402992769798,1034.328178225689,1642836
2015-07-08,1019.5365600585938,1029.9868402523618,1013.8006220289137,1020.6561815532001,2667850
2015-07-09,991.0145874023438,1020.7744902747828,984.7875594582028,1019.4976627588036,3934122
2015-07-10,972.0975952148438,1005.3539911393636,964.4955249109565,1005.3539911393636,8263654
2015-07-13,985.9265747070312,989.482066117219,972.5100114610399,972.5100114610399,2280308
2015-07-14,981.9783935546875,988.067877491514,978.24612920631,986.4963977658813,1703274
2015-07-15,1000.14892578125,1001.7989608015326,982.1751210657469,982.5679911141732,2003660
2015-07-16,997.9680786132812,1005.2951596347109,992.6251056413507,999.3431232327157,1456608
2015-07-17,1007.4754638671875,1009.7148988754894,999.1859670969079,1000.561011652288,1070526
2015-07-20,1015.4484252929688,1017.3185686358426,1004.7197082206932,1009.4836907638422,853786
2015-07-21,1008.4598388671875,1023.7950888032664,1005.9795155040774,1014.2081064908392,1274500
2015-07-22,995.3295288085938,1011.4521113593352,992.5735285051624,1008.3023967268422,1320628
2015-07-23,979.79736328125,999.1877909305329,977.5925249374443,991.175667148617,1496780
2015-07-24,986.3131713867188,990.7818663755542,981.1752775484046,983.3012959558698,1574972
2015-07-27,983.1242065429688,986.254215667765,976.8640921717313,979.5610732859877,2003738
2015-07-28,985.09326171875,991.7667024413671,981.1954309793712,984.0892706439846,1891188
2015-07-29,986.9431762695312,990.2110237029099,977.7893201417695,988.6164617982619,2413318
2015-07-30,976.667724609375,990.9005598344634,973.5771238098108,990.605273993134,2770574
2015-07-31,988.5185546875,991.7666988978641,979.1678365061485,980.309569961721,1963776
2015-08-03,988.0653686523438,994.1285299507108,984.639977612225,985.6242632854436,1179324
2015-08-04,987.7894897460938,993.3408982563441,978.7734732720061,988.3800610292426,2342692
2015-08-05,1002.848876953125,1003.9710006377762,988.6161500397867,992.1595771008613,988994
2015-08-06,1013.14501953125,1016.964028987204,1004.010867066652,1009.8771716423454,2211366
2015-08-07,1004.7786865234375,1013.026982606374,1002.7904099100017,1013.026982606374,1188506
2015-08-10,1012.6725463867188,1019.3262793249224,1006.5699749963997,1012.6331365097337,1431182
2015-08-11,1025.3109130859375,1027.5944755893588,1000.8613090983648,1014.9956161185315,2200306
2015-08-12,1051.88623046875,1059.642381143347,1024.4443693907945,1024.8774934683215,3479784
2015-08-13,1037.673583984375,1056.7293201615723,1006.3338831344928,1051.2173192367354,1406426
2015-08-14,1064.288818359375,1070.6473640195786,1038.264352443942,1038.618656979074,2293964
2015-08-17,1057.0250244140625,1061.7693034555896,1045.312017811467,1059.131435478674,773644
2015-08-18,1079.131591796875,1082.6750208428855,1059.09157041866,1065.7453042897248,1916926
2015-08-19,1076.2578125,1083.8368153352678,1071.651276736539,1082.71469075254,1690070
2015-08-20,1057.8514404296875,1080.7458914483136,1052.0047438797426,1080.7458914483136,2349298
2015-08-21,1053.6387939453125,1074.800943765456,1045.3511824014681,1067.7534941810025,3536080
2015-08-24,1015.2512817382812,1041.374262460768,1011.4913872909883,1039.0119767992312,4692344
2015-08-25,1010.7233276367188,1032.318589048493,998.2623121786629,1018.8928969436433,3925800
2015-08-26,1014.503173828125,1039.0118854108555,988.9904717032196,1007.1407367215768,3216158
2015-08-27,1013.6766967773438,1029.5237006780087,1002.3180945116115,1029.5237006780087,5264798
2015-08-28,1012.180419921875,1027.2005816222709,1007.0030193403618,1027.2005816222709,2744152
2015-08-31,1009.5036010742188,1019.7204722962454,996.5110236279731,1019.7204722962454,3692044
2015-09-01,999.0105590820312,1028.0666916892587,996.0971119069313,1006.3336830174374,2987602
2015-09-02,1020.4285278320312,1031.7084017113389,1003.1838258864227,1007.7902630054517,3765950
2015-09-03,1025.8619384765625,1029.5628141591062,1014.3063862246262,1022.1216529184319,2265074
2015-09-04,1002.9678955078125,1029.523916970703,999.7000462211456,1028.1459163420107,2426396
2015-09-07,999.936279296875,1007.8892920015835,997.1605731864088,1005.1529957849875,1759184
2015-09-08,1000.15234375,1009.522762267212,993.5379250248124,1002.0027815288875,1787746
2015-09-09,1003.8729858398438,1013.4205571337417,1001.6091287289195,1009.0699951136354,2045076
2015-09-10,1002.1600341796875,1015.1920119714658,994.9157317246052,1000.8214444178656,2665818
2015-09-11,1004.7589111328125,1011.2157873168214,1000.2706064831548,1002.5934824450263,1592672
2015-09-14,1004.6210327148438,1009.8771569511455,1001.2154425445469,1009.8771569511455,1589318
2015-09-15,998.9515991210938,1007.4754751944427,998.4594562503079,1004.6210465438847,1379900
2015-09-16,1004.1090698242188,1009.8769445285258,1000.4475084618355,1005.9398024445939,1756816
2015-09-18,1004.4637451171875,1018.1453189115323,999.6407442832099,1009.8773174818563,2455294
2015-09-21,1004.3850708007812,1006.7670619825599,997.3572307917194,1003.9716514846588,1108840
2015-09-22,994.8374633789062,1012.7907805093903,980.3487557166712,1006.9244749981473,2081246
2015-09-23,997.1404418945312,1007.0227088613897,989.2465474058016,997.7901281354514,1228352
2015-09-24,1015.9405517578125,1019.7202482695667,996.0579754884637,998.262814473933,2354254
2015-09-28,1021.1771240234375,1031.1381185819191,1015.5863981985722,1021.2952575798008,2366812
2015-09-29,1019.0311279296875,1037.0435587624058,1011.7868226117516,1017.1019661361603,3325952
2015-09-30,1018.9521484375,1040.8623072380137,1012.2195965483986,1040.8623072380137,3368336
2015-10-01,1041.2169189453125,1043.3232328637323,1020.5862311059309,1023.2635076800991,2834408
2015-10-05,1067.6156005859375,1090.5888739792624,1044.4061562286568,1044.4061562286568,4807306
2015-10-06,1063.028564453125,1073.2651358145256,1056.7291359230323,1072.8714215313946,3979590
2015-10-07,1044.8980712890625,1069.7217776992375,1042.1420711256858,1060.6466436512153,2065530
2015-10-08,1036.964599609375,1054.5045884806598,1031.5313237940702,1051.2170360802165,2357550
2015-10-09,1035.3309326171875,1043.5793253907163,1026.8070551365206,1043.5399155058851,2249724
2015-10-12,1020.7433471679688,1047.417480920084,1018.5385094719139,1045.31107176186,2455912
2015-10-13,1023.0863647460938,1028.3818031220649,1010.9009257749327,1024.7596506049256,6179712
2015-10-14,977.8679809570312,1003.1838243194028,976.4112575793246,1003.1838243194028,8337128
2015-10-15,971.5880126953125,985.6632923848505,970.5052988730404,980.3481518027871,3215710
2015-10-16,973.2617797851562,981.1360660293726,972.4743511607345,976.7657987151692,2333828
2015-10-19,979.8565063476562,982.2975158885099,966.9033437681582,980.348649243863,3130642
2015-10-20,994.8175659179688,996.0971373394523,982.5534044345645,982.8092802702007,2695084
2015-10-21,996.097412109375,1000.8219848150321,993.0461255703048,998.0659840700655,1929688
2015-10-23,1001.0883178710938,1005.3694626317555,997.2018414440901,1005.3694626317555,2335398
2015-10-26,1000.8514404296875,1005.7638416533129,992.3878918640143,1005.7638416533129,1414630
2015-10-27,998.7012939453125,1004.1463108414679,994.4596446640954,998.2869740516326,1530420
2015-10-28,997.9121704101562,999.6679966964548,990.3955538910589,990.3955538910589,1255342
2015-10-29,984.5955810546875,1000.3981174420478,982.5043295463532,999.668216816563,3130316
2015-10-30,984.5360717773438,991.1254051563819,980.511456493762,986.4300367140463,1516696
2015-11-02,993.2760620117188,995.4264605769387,981.5177947864665,986.4301979058228,1319294
2015-11-03,1003.5741577148438,1005.2905844875967,993.7296053497366,997.4780394378138,1364906
2015-11-04,999.7669677734375,1005.0541962352363,994.3218526474824,1004.1861567412075,991434
2015-11-05,979.5841064453125,1000.2202406622148,978.538529210633,998.582805446158,1596098
2015-11-06,988.698974609375,993.6311255352923,979.899998091324,983.273608590866,908024
2015-11-09,975.1259155273438,987.515442429848,974.0408421214174,984.4575082858738,2021556
2015-11-10,969.9176635742188,977.3553884499328,966.7019385152746,975.7573516935123,1361920
2015-11-13,945.9471435546875,961.9865577193339,941.6660939346143,961.9865577193339,2743232
2015-11-16,936.9509887695312,943.0273608467379,929.6119088514287,943.0273608467379,2043528
2015-11-17,943.244384765625,946.3614659284276,937.1087691372677,939.278915760533,1985028
2015-11-18,927.8162231445312,942.5929238929014,925.665825212357,942.5929238929014,1520352
2015-11-19,932.196533203125,939.7131525796063,928.033777392902,933.3013545852889,1866906
2015-11-20,946.322021484375,956.2652190006928,931.9595394442912,933.7548617406864,2012126
2015-11-23,943.4417724609375,952.260402345058,939.9695182234245,949.0644256814994,1088082
2015-11-24,934.3271484375,943.9941665792434,933.3604658895449,939.1015102154524,998640
2015-11-26,925.488525390625,940.0284481725223,922.4503397594129,938.2528738818187,2915292
2015-11-27,928.5660400390625,930.9728714023447,920.3391754368201,926.4550413400444,1737206
2015-11-30,936.5363159179688,943.5202205003137,927.3032740483704,933.1627063181356,4100048
2015-12-01,931.9397583007812,938.3121551988189,930.0261415092057,932.334330381239,1721994
2015-12-02,933.2421264648438,938.3321655251021,925.8636457627015,938.2926697735795,1640296
2015-12-03,927.540283203125,936.3195116626674,926.0606379571346,931.190074809901,2283358
2015-12-04,918.7215576171875,926.1790274443592,915.8412586075326,923.2986321036337,1246092
2015-12-07,915.3282470703125,924.837375533454,913.5329250036388,920.2209018841968,1382604
2015-12-08,918.9581298828125,926.8495693837383,914.3416570409806,915.1702003899486,1139964
2015-12-09,934.2084350585938,936.2405388264388,915.4071162254403,922.4699170811339,5282806
2015-12-10,940.8770751953125,943.5009415597852,928.0337319600042,934.7414587641368,1723988
2015-12-11,941.448974609375,943.7966591985357,932.4724598682336,940.265258379774,1652378
2015-12-14,938.4698486328125,941.8434588387283,919.5896343303061,921.4046079144317,2718532
2015-12-15,937.4442138671875,941.0545102482849,932.393671443244,938.4700435849501,1135868
2015-12-16,950.2872924804688,952.6942205325679,940.6597729342067,940.6597729342067,1435934
2015-12-17,962.657470703125,964.7289746363933,944.3493601872499,952.8918093034315,1618844
2015-12-18,953.6018676757812,960.4673836626838,947.2294704813154,954.8644791257649,3024970
2015-12-21,965.28125,966.7017482441414,949.675998843216,954.8448361066025,1610104
2015-12-22,948.9653930664062,962.7556649851259,946.9727852312715,962.7556649851259,1560858
2015-12-23,957.15283203125,960.7828753742549,951.1356086844503,952.8914349194355,849834
2015-12-24,960.4869995117188,962.0455398215851,948.5511951632626,955.2589199210727,843160
2015-12-28,971.7125854492188,973.1724827938172,954.9432730277277,958.0209543383562,3704198
2015-12-29,968.9900512695312,972.7384857120883,965.0245829351393,969.996229254536,1708524
2015-12-30,954.1935424804688,970.2526045502449,951.8261103424852,967.9049202796233,1605762
2015-12-31,961.5132446289062,966.1099719421384,949.9325127427805,953.1877331914318,1240318
2016-01-01,953.44384765625,962.3612143743508,951.8064122076784,962.3612143743508,712262
2016-01-04,934.9781494140625,952.4971132968648,933.5773990988795,950.9779720775238,1870184
2016-01-05,926.8301391601562,941.6858369105934,923.6933101497001,941.0544830017235,2678020
2016-01-06,939.7130126953125,941.5082388016069,927.3233901550109,927.3233901550109,2653228
2016-01-07,935.629150390625,940.2258771094512,931.1902139891935,935.1359352349104,3199580
2016-01-08,946.0260620117188,949.8731398099015,936.1222642244799,941.0544152477911,1907544
2016-01-11,932.1176147460938,940.6600637895964,926.7908903915805,940.0682055279839,2930228
2016-01-12,918.1890258789062,933.1630178290166,908.1471851858205,932.2554827315082,3482594
2016-01-13,899.3084716796875,918.1690323056796,889.799344399434,914.2233123559346,4746092
2016-01-14,899.1510009765625,907.0818430955762,887.7873042163754,896.8624633261428,2742052
2016-01-15,892.166748046875,904.2405929111709,889.7598204215186,903.1161205598228,3269408
2016-01-18,898.6970825195312,904.3197348036796,891.7329236614203,892.5220678416516,2213922
2016-01-19,899.3482666015625,907.5158903484818,895.0079732129393,898.4407314449969,967910
2016-01-20,899.6640014648438,901.5973664753959,885.0253361069203,897.178177643354,1615954
2016-01-21,891.7137451171875,905.7153328287546,888.2528911496669,903.7772932325454,2675536
2016-01-22,908.0291137695312,910.5209477035864,893.8890546092304,899.0308943038852,1343178
2016-01-25,911.5491333007812,925.1354926499861,906.3480040219936,910.4614365907396,1397560
2016-01-27,917.5219116210938,921.5562595886163,902.5512061758485,910.5013215009194,1626986
2016-01-28,922.0506591796875,929.0514536148759,912.8942662648412,915.8409171454019,3106660
2016-01-29,945.8218383789062,949.2628970679746,923.5734892288756,932.9276454014602,2235744
2016-02-01,950.3306274414062,954.3847703344976,933.0461546148797,945.7425822032334,1495274
2016-02-02,948.5112915039062,962.3151154050784,941.2335524625656,952.8224878795043,1475588
2016-02-03,955.7097778320312,961.0888750961602,933.5603152333981,944.3186063256497,1308692
2016-02-04,957.1929321289062,965.0836583009878,950.0536669012183,957.9245974560292,1250046
2016-02-05,957.9442138671875,965.0636821457398,952.4662364912382,952.4662364912382,1402996
2016-02-08,934.608642578125,954.0290181972543,928.300018814621,949.2629080336985,1063658
2016-02-09,902.3533325195312,922.999875087546,892.1488349589756,922.999875087546,2489610
2016-02-10,897.369873046875,905.7154180323857,893.1377619669794,899.8221162046076,1890732
2016-02-11,869.3468017578125,905.3594819857772,858.9444432679777,901.7997461457282,1962408
2016-02-12,880.6784057617188,887.3231666349755,855.9184346009947,870.1573734390888,2172568
2016-02-15,897.5079345703125,912.4193445185361,885.9783883651706,889.9336490275152,2479712
2016-02-16,896.0843505859375,902.5907368918347,887.1652159721233,896.2623180529787,1588702
2016-02-17,900.0396118164062,901.6612112044784,888.509965812927,895.8667913342553,1585178
2016-02-18,915.9793701171875,917.5218836399591,901.0086651284952,903.7773484717346,1529140
2016-02-19,917.4824829101562,920.3896396498327,911.8660291318463,912.6175869909077,879012
2016-02-22,915.9988403320312,926.71763608002,911.6876445430842,917.7194174625124,1324884
2016-02-23,895.4713134765625,917.5811893488988,892.6037485372051,913.7644001586698,1306852
2016-02-24,874.4883422851562,894.8579348233387,870.6319631153061,894.8579348233387,1659328
2016-02-25,875.2400512695312,881.2322336221074,864.481663087219,877.988938610086,1830556
2016-02-26,874.3106079101562,892.662983764097,869.999411237763,881.9046911406143,1537536
2016-02-29,860.9814453125,884.7921030693326,836.5379070145902,884.7921030693326,2191718
2016-03-01,900.4747924804688,903.8170665220812,855.1277468435388,867.3890605124332,1999760
2016-03-02,917.1658325195312,921.5759103749101,892.4058574177643,911.687756830115,1527486
2016-03-03,938.6431274414062,945.7033099746081,910.1059457346605,923.9493651613068,2648284
2016-03-04,932.4724731445312,941.352013793782,929.3082646948043,941.352013793782,1512966
2016-03-08,931.1873168945312,936.2104801325036,911.3714163954003,926.3619167491091,1268152
2016-03-09,932.353759765625,937.159362536218,907.7915540039887,925.9264616020057,2017784
2016-03-10,928.8141479492188,933.3824946417209,915.6233112185926,931.8794758446887,1661666
2016-03-11,935.518310546875,945.6438195244504,923.5536434317528,925.5312743598721,1530528
2016-03-14,931.4639892578125,948.471611991607,925.5310976064889,934.2326720284302,1636742
2016-03-15,921.5362548828125,934.8259709460175,917.6601762147044,929.1106379084163,1623356
2016-03-16,920.4091796875,922.3670148874318,912.4392695407,915.6430700962284,1918246
2016-03-17,930.29736328125,934.1537435043288,922.3670441250916,923.1580964785437,2221088
2016-03-18,959.4869995117188,961.1283941518568,933.4415679828733,933.4415679828733,3204070
2016-03-21,967.5562133789062,970.9972728832255,957.1736479824029,959.546805787318,2336982
2016-03-22,978.1758422851562,982.882565239573,963.6995453546155,965.874939362188,1951984
2016-03-23,978.4526977539062,984.0295590353319,971.9265156881459,984.0295590353319,2278434
2016-03-28,978.2944946289062,995.5987664126391,973.6075669527509,985.255794589226,3320882
2016-03-29,976.7124633789062,983.6539682388801,971.0169241196592,980.1140276857496,1838796
2016-03-30,984.6624755859375,990.7931316902083,972.9944526778094,977.3056496352071,2136504
2016-03-31,996.8446655273438,1008.5917739344845,977.8000217399394,980.232565721364,4363964
2016-04-01,970.5814819335938,997.0620322282842,962.7501422129985,990.7929047641599,3041400
2016-04-04,977.4439697265625,984.0690325461558,967.8524608683454,971.412196114694,1752352
2016-04-05,974.08203125,982.8428968949047,965.8946592129374,977.266036087747,1491794
2016-04-06,981.6569213867188,984.4651974175923,972.7378784283387,976.9501959105878,1763150
2016-04-07,977.265869140625,982.7636430909604,971.8075898603583,980.904689806141,2390942
2016-04-08,961.9395141601562,978.413141766903,959.9420875370683,975.3676093392709,1399500
2016-04-11,991.4456787109375,995.5394133748532,954.4046898981012,962.3152136436304,2400648
2016-04-12,995.994384765625,998.7037781954486,984.1088982406977,988.0245694781112,1303628
2016-04-13,999.1782836914062,1006.6141956874802,993.7595939743788,1000.6813025891257,1601468
2016-04-18,996.6270751953125,1009.9760835444907,965.083862873921,970.2257031269379,7121504
